item_id,restaurant_id,name,category,price,is_veg,popularity_score,rating,num_ratings,is_available,margin,is_promotional,is_new
item_39,rest_2,American Tiramisu,dessert,69.94,False,0.8175098508663314,3.6905189248202626,469,True,0.30013357092718473,False,False
item_40,rest_2,American Curry,main,233.48,True,0.5698131346784783,4.660254688451392,24,True,0.22021166982767026,False,False
item_41,rest_2,American Tea,beverage,40.73,False,0.8139274610139564,4.683632517107032,85,True,0.33922235235031734,False,False
item_42,rest_2,American Fries,side,60.58,True,0.6192274935257431,3.8563944338909972,123,True,0.3116836643723436,False,False
item_43,rest_2,American Biryani,main,205.13,False,0.9610120825363093,4.159983783797645,289,True,0.4012126415942051,False,False
item_44,rest_2,American Bruschetta,appetizer,57.32,False,0.9923476163605391,4.585002770036224,339,True,0.49011349670295035,False,False
item_45,rest_2,American Pakora,appetizer,50.57,False,0.529155498547801,4.062255780681123,425,True,0.20480823731919942,False,False
item_46,rest_2,American Noodles,main,288.73,False,0.7034822043208366,3.6031487260825017,61,True,0.35362846625525546,False,False
item_47,rest_2,American Spring Rolls,side,57.56,False,0.885851861034993,4.650588037280313,485,True,0.21758713873684746,False,False
item_48,rest_2,American Garlic Bread,side,38.31,False,0.7705982803439785,4.694968383045746,300,True,0.383313487153543,True,False
item_49,rest_2,American Lassi,beverage,39.17,False,0.995564642583783,4.841313465564731,52,True,0.3779425295090634,False,False
item_50,rest_2,American Noodles,main,157.79,False,0.500983191314567,4.13781344900889,317,True,0.374794098061216,False,False
item_51,rest_3,Italian Pizza,main,180.69,True,0.7175650463520963,4.563314762713548,394,True,0.22953574542199257,False,False
item_52,rest_3,Italian Curry,main,241.0,False,0.7634633232849716,4.728476291036636,26,True,0.3394241203351972,False,False
item_53,rest_3,Italian Pizza,main,261.64,True,0.6500466268267767,3.791136237293781,213,True,0.23714472175527815,False,False
item_54,rest_3,Italian Tiramisu,dessert,51.99,True,0.8779506083666249,4.003599344549563,98,True,0.2865507177682235,False,False
item_55,rest_3,Italian Curry,main,153.15,True,0.6130765011944487,4.9902438791460995,96,True,0.34739681592380045,False,False
item_56,rest_3,Italian Tacos,main,277.0,False,0.6205144395938746,4.819764089101477,373,True,0.24294502838667437,False,False
item_57,rest_3,Italian Noodles,main,233.91,False,0.8108320013939776,4.096318515228495,458,True,0.2765440259863481,False,False
item_58,rest_3,Italian Salad,side,65.12,True,0.8985933645719584,4.8502384799768965,308,True,0.26163132529038596,False,False
item_59,rest_3,Italian Sushi,main,207.97,True,0.7699836876070925,4.767049809351108,474,True,0.3950906510853188,False,False
item_60,rest_3,Italian Pepsi,beverage,22.61,True,0.8072716784580033,4.328344474019739,480,True,0.25544438150867316,False,False
item_61,rest_3,Italian Biryani,main,264.77,True,0.5497767305605963,4.144065170080118,366,True,0.23538290980224033,True,False
item_62,rest_3,Italian Pasta,main,287.01,True,0.7318877908160579,3.9889355662647374,77,True,0.28151303819642826,False,False
item_63,rest_3,Italian Tea,beverage,26.18,False,0.7121058235669786,4.7216375808415965,182,True,0.23554614362673204,False,False
item_64,rest_3,Italian Gulab Jamun,dessert,106.84,False,0.9897576785556486,3.8574107469991104,15,True,0.42197374486684436,False,False
item_65,rest_3,Italian Pepsi,beverage,31.42,True,0.7072158323969862,4.425280012405336,136,True,0.28650058726690225,False,False
item_66,rest_3,Italian Pizza,main,268.09,False,0.7326676359018002,4.421045006604313,252,True,0.22498656951445792,True,False
item_67,rest_3,Italian Raita,side,51.29,False,0.8817104551574848,3.6378529522058027,88,True,0.40007420832570423,False,False
item_68,rest_3,Italian Burger,main,208.44,False,0.6878266532880636,4.6409714908364865,419,True,0.26804926618468244,False,False
item_69,rest_3,Italian Sushi,main,283.12,False,0.6283015789509138,4.408640643135705,316,True,0.48332833136173686,False,False
item_70,rest_3,Italian Salad,side,76.76,False,0.7316882851974617,4.410579344360958,425,True,0.4316963328766528,False,False
item_71,rest_3,Italian Raita,side,66.66,True,0.7914868878043293,3.7054683606123366,342,False,0.33671134273860537,False,False
item_72,rest_3,Italian Noodles,main,230.61,True,0.7866205366416643,4.450389763510811,276,True,0.4817331487360298,False,False
item_73,rest_3,Italian Lassi,beverage,31.19,False,0.7485661990769861,4.455627814160421,239,True,0.3971094667271565,False,False
item_74,rest_3,Italian Tiramisu,dessert,108.4,False,0.5286347803662809,4.927680979070411,106,True,0.3302389171587215,False,False
item_75,rest_3,Italian Gulab Jamun,dessert,76.39,False,0.9518103376762022,4.547668880961979,280,True,0.2573631222587554,False,False
item_76,rest_3,Italian Burger,main,215.3,True,0.9272101832015726,4.73730486983759,277,True,0.28140204321867807,True,False
item_77,rest_3,Italian Coke,beverage,39.0,False,0.6868553277798947,4.789210249642945,26,True,0.22203734477653456,False,False
item_78,rest_3,Italian Curry,main,182.02,False,0.9159381085127514,3.9014218408869374,279,True,0.3080482264806375,False,False
item_79,rest_3,Italian Burger,main,257.3,False,0.6432171164725342,3.5244181900253757,290,True,0.42996690125872367,False,False
item_80,rest_4,Thai Tacos,main,197.77,False,0.9492791648654346,4.320695751728893,209,True,0.23742126074828818,False,False
item_81,rest_4,Thai Soup,appetizer,59.37,False,0.9783140152169942,3.8023224208002917,54,True,0.2255346725650388,False,False
item_82,rest_4,Thai Cheesecake,dessert,113.76,False,0.8885674677731878,3.549351590434338,309,True,0.49440669314116237,False,False
item_83,rest_4,Thai Noodles,main,203.94,True,0.869998314153949,4.1274769634484745,389,True,0.33295149961570897,False,False
item_84,rest_4,Thai Nachos,side,76.53,True,0.7922364832006638,4.254412926249215,158,True,0.35335928601200783,False,False
item_85,rest_4,Thai Salad,side,54.14,True,0.7170010393540432,3.5439538295530166,99,True,0.3850792796483411,False,False
item_86,rest_4,Thai Curry,main,193.09,True,0.553289237377838,4.868692683532119,161,True,0.3455101574371653,False,False
item_87,rest_4,Thai Noodles,main,281.24,True,0.8262578283948077,4.3499434136639055,157,True,0.20194320186073306,False,False
item_88,rest_4,Thai Burger,main,280.56,False,0.8453046351369042,4.1233464988665895,113,True,0.2723546331492318,False,False
item_89,rest_4,Thai Pasta,main,204.05,False,0.910508146016183,4.097075420405941,364,True,0.41869709580741143,False,False
item_90,rest_4,Thai Spring Rolls,side,76.72,False,0.7229619805022524,4.564834354834577,398,True,0.3624604466761308,False,False
item_91,rest_4,Thai Coffee,beverage,26.98,False,0.7860883117583961,4.676296118770628,327,True,0.34008719315800967,False,False
item_92,rest_4,Thai Pasta,main,158.37,False,0.5514889081405234,4.7862610495821905,420,True,0.3133829949459884,False,False
item_93,rest_4,Thai Raita,side,59.8,False,0.7011308098221078,4.30923434693692,416,True,0.31974508287104214,False,False
item_94,rest_4,Thai Spring Rolls,side,60.7,True,0.6111647315296393,4.236054451895402,104,True,0.34764185869742914,False,False
item_95,rest_5,Chinese Biryani,main,487.97,False,0.7398480886434848,4.309020020089201,423,True,0.44804159127114973,False,False
item_96,rest_5,Chinese Tea,beverage,98.71,False,0.5513009115866866,4.121295942137377,13,True,0.3491503850629072,False,False
item_97,rest_5,Chinese Pizza,main,454.3,False,0.7335713426068512,4.275266520621723,293,True,0.37257751671674266,False,False
item_98,rest_5,Chinese Biryani,main,503.31,True,0.5957570612580654,4.660327592635073,335,True,0.36469438459070685,False,False
item_99,rest_5,Chinese Noodles,main,495.82,True,0.5109172381644127,4.7219062485700665,229,True,0.4523487419701312,False,False
item_100,rest_5,Chinese Curry,main,393.51,False,0.7039575748088569,4.160153508459622,277,True,0.3292569383286621,False,False
item_101,rest_5,Chinese Tacos,main,325.26,True,0.8407896435843815,4.541433423407281,250,True,0.37304717552918343,False,False
item_102,rest_5,Chinese Sushi,main,423.57,False,0.9351074394018406,3.5381285247972203,271,True,0.28916236638419734,False,False
item_103,rest_5,Chinese Nachos,side,127.57,True,0.7828584385340152,4.197367794040972,182,True,0.35169981516057225,False,False
item_104,rest_5,Chinese Bruschetta,appetizer,192.22,True,0.5186744769383193,4.492995131295607,115,True,0.2848016860726698,False,False
item_105,rest_5,Chinese Pepsi,beverage,67.34,False,0.9286940181387738,4.750790540503285,308,True,0.32555469248793545,True,False
item_106,rest_5,Chinese Curry,main,362.78,False,0.8050314251119883,4.648028222690002,126,True,0.4586324517918601,False,False
item_107,rest_5,Chinese Lassi,beverage,40.16,True,0.9847760488322296,3.9646228494332356,418,True,0.39642895902674535,False,False
item_108,rest_5,Chinese Lassi,beverage,85.69,False,0.5667187839875281,4.809654626469664,239,True,0.3730681170183827,False,False
item_109,rest_5,Chinese Tiramisu,dessert,217.19,True,0.701076899880418,3.7552025399148476,174,True,0.4068469443054482,False,False
item_110,rest_5,Chinese Noodles,main,303.11,False,0.6195091209731904,3.503707470054289,48,True,0.20982398849724954,False,False
item_111,rest_5,Chinese Pakora,appetizer,180.43,True,0.6108286566927117,4.609635333079513,172,True,0.38217112828397426,False,False
item_112,rest_5,Chinese Tea,beverage,45.0,True,0.9488009316043975,4.814122038808832,294,True,0.2657091645511235,False,False
item_113,rest_5,Chinese Sushi,main,350.03,True,0.6074070842900582,4.441226224543092,140,True,0.3199196064523234,False,False
item_114,rest_5,Chinese Spring Rolls,side,143.2,True,0.8404999503272936,3.669504920078002,155,True,0.41058281638786354,True,False
item_115,rest_5,Chinese Raita,side,132.48,True,0.5654414363849951,4.116101113049451,481,True,0.4527616400517273,False,False
item_116,rest_5,Chinese Noodles,main,493.83,False,0.6205672663602289,3.879617954031094,342,True,0.3982670727729907,False,False
item_117,rest_5,Chinese Tiramisu,dessert,229.44,False,0.7180551084258797,3.8145268682442293,50,True,0.3393940944738889,True,False
item_118,rest_5,Chinese Nachos,side,98.61,True,0.5261837768984639,4.307990819484107,201,True,0.4652567420218335,False,False
item_119,rest_5,Chinese Nachos,side,87.1,True,0.8852937045697484,3.6617854716843645,326,True,0.2036133451155462,False,False
item_120,rest_5,Chinese Cheesecake,dessert,204.24,True,0.5283899871511457,4.004601437428282,65,True,0.3056139002456683,False,False
item_121,rest_5,Chinese Noodles,main,503.4,False,0.9507319249129993,4.695754816556791,342,True,0.3961297988588961,False,False
item_122,rest_5,Chinese Curry,main,342.21,True,0.8187994768801916,4.867913561590498,21,True,0.4205060254722982,False,False
item_123,rest_5,Chinese Tacos,main,405.27,False,0.7997988065796466,4.061995753306828,267,True,0.36789420675721907,False,False
item_124,rest_5,Chinese Lassi,beverage,49.67,False,0.9056116945961294,4.202694446748154,176,True,0.3272547213680609,False,False
item_125,rest_6,American Tacos,main,124.76,True,0.9915862804063182,3.7705875550732304,113,True,0.24628177902238566,False,False
item_126,rest_6,American Sushi,main,116.0,True,0.5785608443141746,4.81621177860031,477,True,0.3976474020358055,False,False
item_127,rest_6,American Raita,side,19.41,True,0.5633927976609263,3.743906578065528,177,True,0.4601423435326788,False,False
item_128,rest_6,American Spring Rolls,side,32.65,False,0.7248469991937843,4.00410092095239,428,True,0.4689886855314985,False,False
item_129,rest_6,American Spring Rolls,side,38.35,False,0.8239906933427011,3.6847255414560625,25,True,0.48034996098946914,False,False
item_130,rest_6,American Chicken Wings,appetizer,32.81,False,0.5347145098018926,4.536612882621432,171,True,0.2498431113784418,False,False
item_131,rest_6,American Chicken Wings,appetizer,47.1,False,0.6302185704472185,4.736194805601439,269,True,0.22055310965761046,False,False
item_132,rest_6,American Pasta,main,117.32,True,0.7062432990602202,4.978573509714842,226,True,0.4660870117566719,False,False
item_133,rest_6,American Tiramisu,dessert,33.46,True,0.7605660879809536,4.566310549580496,146,True,0.2580846590253521,False,False
item_134,rest_6,American Pizza,main,127.76,False,0.9734864935471366,3.9851237074426056,234,True,0.2840556248396579,False,False
item_135,rest_6,American Nachos,side,37.76,False,0.6063642358634549,4.924423292594642,85,True,0.3190263188211315,False,False
item_136,rest_6,American Curry,main,83.91,True,0.665504276252842,3.9331057622257557,235,False,0.39365056784863683,False,False
item_137,rest_6,American Gulab Jamun,dessert,27.76,False,0.6295393740879263,4.587236521954814,403,True,0.2588393887875965,True,False
item_138,rest_6,American Juice,beverage,21.85,False,0.8713179405340751,4.845283476627709,204,True,0.2151392094338259,True,False
item_139,rest_6,American Sushi,main,84.31,False,0.5488106438998988,4.255029508632385,251,True,0.491432450948661,False,False
item_140,rest_6,American Garlic Bread,side,29.96,True,0.5278623661246058,4.879030902713996,444,True,0.23850284578476627,False,False
item_141,rest_6,American Soup,appetizer,47.45,False,0.606296099225378,3.9376664438308393,172,True,0.45502605311459154,False,False
item_142,rest_7,Thai Juice,beverage,48.6,False,0.8702750685544207,4.649565059716242,368,True,0.447280989415336,True,False
item_143,rest_7,Thai Juice,beverage,98.63,False,0.5335038738614013,3.9397048446091816,136,True,0.47087220062041085,False,False
item_144,rest_7,Thai Samosa,appetizer,180.4,True,0.7247587219869462,4.082918995474439,97,True,0.4103816092214528,True,False
item_145,rest_7,Thai Coffee,beverage,69.0,True,0.7101189696926234,4.21534141644014,324,True,0.4809036082737183,False,False
item_146,rest_7,Thai Biryani,main,525.49,False,0.5019228868023804,4.007176992126376,487,True,0.4008035411886009,False,False
item_147,rest_7,Thai Spring Rolls,side,145.81,False,0.5408820886411148,4.022593676864725,187,True,0.39464073431624336,False,False
item_148,rest_7,Thai Pakora,appetizer,118.82,True,0.9386266770558233,3.7616649256230272,304,True,0.3831298409834035,False,False
item_149,rest_7,Thai Coffee,beverage,54.87,False,0.9903536623935418,3.6163924684267745,246,True,0.2667348138202399,False,False
item_150,rest_7,Thai Tacos,main,495.08,False,0.6095568665339104,4.296396121781626,162,True,0.318567750280251,False,False
item_151,rest_7,Thai Juice,beverage,83.94,True,0.686574341672332,4.022730083431115,284,True,0.3634987444155027,False,False
item_152,rest_7,Thai Salad,side,84.58,False,0.7356624968641012,4.713896560814094,127,True,0.38416477969205043,False,False
item_153,rest_7,Thai Water,beverage,99.9,False,0.7281690103720214,3.89534485220112,137,True,0.250863496095191,True,False
item_154,rest_7,Thai Noodles,main,403.54,True,0.904332609659116,4.831755817615257,172,True,0.3864548446727972,False,False
item_155,rest_7,Thai Spring Rolls,side,100.2,True,0.5577186764323865,3.6222887843454163,354,True,0.47290673474825184,True,False
item_156,rest_7,Thai Curry,main,362.23,False,0.5036773124807469,3.968513151767068,114,True,0.2472208323049436,False,False
item_157,rest_7,Thai Biryani,main,461.26,False,0.8860327747770989,4.963778253570377,176,True,0.3481305432149249,False,False
item_158,rest_7,Thai Noodles,main,361.14,False,0.8010751112764527,4.488429802449039,189,True,0.2891906962560485,False,False
item_159,rest_8,Thai Pizza,main,310.34,False,0.5599266408369011,4.686385753620246,484,False,0.46305264307467725,False,False
item_160,rest_8,Thai Salad,side,115.01,True,0.6812123699445031,4.452604777646274,76,True,0.4194316713331465,False,False
item_161,rest_8,Thai Curry,main,369.08,False,0.9038448428062409,4.791147021933699,265,True,0.39165911313811486,True,False
item_162,rest_8,Thai Noodles,main,322.18,False,0.7948467570394789,3.9660534727832473,40,True,0.4954210222307759,False,False
item_163,rest_8,Thai Juice,beverage,96.4,True,0.7893934681442238,3.993339552263792,239,False,0.2805770946967132,False,False
item_164,rest_8,Thai Brownie,dessert,210.87,False,0.9581278704236025,3.9510345607255513,129,True,0.29405565236605946,False,False
item_165,rest_8,Thai Curry,main,414.25,True,0.7855360723397601,4.115032616168513,350,True,0.2100327955010356,False,False
item_166,rest_8,Thai Water,beverage,59.78,True,0.9453334224670591,4.610811714257365,136,True,0.30279325242716226,False,False
item_167,rest_8,Thai Noodles,main,396.77,False,0.5469094033972863,4.3474612410997935,364,True,0.3326194554577824,False,False
item_168,rest_8,Thai Pakora,appetizer,145.54,False,0.6822899220044911,3.743879336403999,350,True,0.3045607737271691,False,False
item_169,rest_8,Thai Burger,main,517.55,False,0.8307823499211021,4.843049275933854,121,True,0.33690927569469314,False,False
item_170,rest_8,Thai Brownie,dessert,150.41,True,0.5918915323051419,4.227413781790795,446,True,0.36288474126258063,False,False
item_171,rest_8,Thai Nachos,side,134.81,True,0.5859997794036385,4.554439641161618,294,True,0.30019876124203665,False,False
item_172,rest_8,Thai Tiramisu,dessert,109.81,True,0.5025433346449891,3.7775632293548633,19,True,0.4105933794224616,False,False
item_173,rest_8,Thai Nachos,side,134.98,True,0.8034826429452058,4.945879021527426,69,True,0.22535325279144958,True,False
item_174,rest_8,Thai Fries,side,158.41,True,0.8742630127817124,3.563665077374934,67,True,0.200860907806806,False,False
item_175,rest_8,Thai Biryani,main,456.38,False,0.6088916217564488,3.6162025170182743,111,True,0.3729567484337565,True,False
item_176,rest_8,Thai Brownie,dessert,166.55,False,0.5490699617324301,3.835849790582074,384,True,0.3075747914520016,False,False
item_177,rest_8,Thai Salad,side,107.45,False,0.719992463808075,4.722086924978841,413,True,0.33056836270716383,False,False
item_178,rest_9,Indian Garlic Bread,side,98.91,False,0.9649214707835314,3.8964691007978933,304,True,0.46993725718792234,False,False
item_179,rest_9,Indian Raita,side,123.12,True,0.54165314338983,3.5080646075356405,306,True,0.4112474020961099,False,False
item_180,rest_9,Indian Fries,side,71.84,False,0.717810075851914,4.113002173590483,45,True,0.3785654474818333,False,False
item_181,rest_9,Indian Water,beverage,97.14,False,0.9650559671724266,3.9123600311854987,352,True,0.4302312131417021,False,False
item_182,rest_9,Indian Water,beverage,88.21,False,0.5169433263327396,3.636313561237905,150,True,0.2654023504969685,False,False
item_183,rest_9,Indian Nachos,side,82.42,False,0.6454972921560245,3.5578744242144875,49,True,0.38408455960139776,False,False
item_184,rest_9,Indian Biryani,main,577.55,False,0.7853286206175016,4.8197334783702175,100,True,0.4048849877527888,False,False
item_185,rest_9,Indian Biryani,main,402.73,False,0.5856378014023783,4.8430473725875025,254,True,0.3525999971113908,False,False
item_186,rest_9,Indian Pizza,main,531.24,False,0.9548251262820844,4.572603814571716,135,True,0.26067146978503736,False,False
item_187,rest_9,Indian Water,beverage,92.02,True,0.6542256403269048,4.893108093890332,392,True,0.32771338548086026,False,False
item_188,rest_9,Indian Garlic Bread,side,70.73,False,0.5524917414511549,4.173257376710615,147,True,0.4720047271789405,False,False
item_189,rest_9,Indian Tacos,main,518.04,True,0.9704292703198909,3.501798386679755,63,True,0.3701813750151203,False,False
item_190,rest_9,Indian Pizza,main,422.34,False,0.8496247240951431,3.6419806337646006,73,True,0.4190482890099113,False,False
item_191,rest_9,Indian Brownie,dessert,184.81,False,0.9689203940150615,3.651324556077041,271,True,0.3179496307836855,False,False
item_192,rest_9,Indian Salad,side,155.05,True,0.8498403161538252,3.671409978123214,406,True,0.39599762482533873,False,False
item_193,rest_9,Indian Salad,side,118.63,True,0.6173468033395156,4.443715766291339,375,True,0.223882030120012,False,False
item_194,rest_9,Indian Ice Cream,dessert,104.8,True,0.506709179583138,4.338619881088448,248,True,0.4903230588389551,False,False
item_195,rest_9,Indian Biryani,main,351.73,False,0.5669213972335221,3.687992551630591,79,True,0.29893524264353766,False,False
item_196,rest_9,Indian Burger,main,477.48,True,0.6896444854999161,4.956341351506988,105,False,0.45846539328295505,False,False
item_197,rest_9,Indian Noodles,main,582.42,False,0.9388964328593166,4.431744896822907,467,True,0.411477700192658,True,False
item_198,rest_9,Indian Bruschetta,appetizer,161.24,True,0.8819139142177485,3.576980653479089,135,True,0.3404530549737057,False,False
item_199,rest_9,Indian Lassi,beverage,93.21,False,0.6001396720928016,4.112526021704981,174,True,0.311755365202007,False,False
item_200,rest_9,Indian Tacos,main,484.13,False,0.5828589610976094,4.3081029619613,330,True,0.33734816341414153,False,False
item_201,rest_9,Indian Bruschetta,appetizer,139.39,True,0.6408041156594396,3.8366813999974556,470,True,0.47609375881216837,False,False
item_202,rest_9,Indian Tiramisu,dessert,130.5,False,0.9775763831341904,4.56215921511634,480,True,0.3512122709706309,True,False
item_203,rest_10,Thai Tea,beverage,48.43,False,0.8996539394402383,4.370102634746133,284,True,0.37539538560530933,False,False
item_204,rest_10,Thai Nachos,side,49.28,False,0.9009856001380401,4.054537352555464,326,True,0.26704722394736097,False,False
item_205,rest_10,Thai Raita,side,93.48,False,0.8028287335870988,4.715312313403074,68,True,0.39145955401580695,False,False
item_206,rest_10,Thai Tacos,main,337.41,False,0.7196489934915957,3.987068641643302,480,True,0.21281159410255032,False,False
item_207,rest_10,Thai Gulab Jamun,dessert,176.72,False,0.578690651047854,3.6809503919174436,102,True,0.3087769717511163,False,False
item_208,rest_10,Thai Tacos,main,275.18,False,0.9546305167611269,4.621259551011429,96,True,0.4466628864690909,False,False
item_209,rest_10,Thai Soup,appetizer,69.0,False,0.764785192934901,4.147620598308594,358,True,0.21832700993283652,False,False
item_210,rest_10,Thai Samosa,appetizer,116.56,False,0.553760551309955,4.875887424691828,137,True,0.32247320168914695,False,False
item_211,rest_10,Thai Burger,main,411.88,False,0.9079799542506233,4.426497495299602,438,True,0.2088514565740095,False,False
item_212,rest_10,Thai Biryani,main,374.22,False,0.8892754694236145,4.866147498258129,368,True,0.34082781157419473,False,False
item_213,rest_10,Thai Biryani,main,241.54,False,0.5805802608134123,4.716340048128807,24,True,0.2327025124313109,False,False
item_214,rest_10,Thai Curry,main,407.03,True,0.9917528781510165,3.587681517695323,452,True,0.3610495865885644,False,False
item_215,rest_10,Thai Pakora,appetizer,124.39,True,0.9243655485422686,4.309249317944064,397,True,0.4917175123982122,False,False
item_216,rest_10,Thai Spring Rolls,side,51.89,False,0.6166039565512385,3.9214195110931587,31,True,0.372369796944662,False,False
item_217,rest_10,Thai Sushi,main,332.98,False,0.7978269703718182,4.208275564592807,152,True,0.22457336723373655,False,False
item_218,rest_11,Japanese Noodles,main,501.45,True,0.8896942398886348,4.221386299070571,272,True,0.40881579589652084,False,False
item_219,rest_11,Japanese Burger,main,303.53,False,0.8178323044204104,4.665333058348365,493,True,0.243499404682277,False,False
item_220,rest_11,Japanese Coffee,beverage,92.1,True,0.9945474722872106,4.920487685852928,96,True,0.3601138246510802,False,False
item_221,rest_11,Japanese Water,beverage,52.89,False,0.6378576985734764,3.8792298949331503,135,True,0.34437939859625855,False,False
item_222,rest_11,Japanese Burger,main,435.93,False,0.6488266759438648,4.722707169539143,332,True,0.41123052888021694,False,False
item_223,rest_11,Japanese Samosa,appetizer,86.23,False,0.7948636812750064,4.523474569734203,415,True,0.4917000841436255,False,False
item_224,rest_11,Japanese Sushi,main,347.39,True,0.5434973236573806,4.729919521519475,41,True,0.43548226821901825,False,False
item_225,rest_11,Japanese Biryani,main,531.53,False,0.6125585174594561,3.784279660036284,427,True,0.2800036753984315,False,False
item_226,rest_11,Japanese Spring Rolls,side,78.44,True,0.6303714431951554,4.59067870972597,337,True,0.3099393658398982,False,False
item_227,rest_11,Japanese Curry,main,385.19,False,0.6691934702533209,4.660382868175596,170,True,0.47816245645312133,False,False
item_228,rest_11,Japanese Salad,side,134.26,False,0.6918974250438916,3.7693900097168322,138,True,0.38662861300742124,False,False
item_229,rest_11,Japanese Noodles,main,451.83,True,0.8952828689802712,3.8017773433828337,93,True,0.42891137115822253,False,False
item_230,rest_11,Japanese Curry,main,514.42,False,0.7413726315500244,3.8037171325469634,247,True,0.22083860753214415,False,False
